tweet_id:,sentiment:,convo_id:,convo_sent
1199153530617126913,positive,683f5e9a45365e2440ee6946,positive
1199154514063790080,positive,683f5e9a45365e2440ee6946,positive
1171824916397744128,positive,682ca1a40f56f62407cd1311,neutral
1171825579123007488,neutral,682ca1a40f56f62407cd1311,neutral
1171831161297022978,negative,682ca1a40f56f62407cd1311,neutral
1171832332527001600,neutral,682ca1a40f56f62407cd1311,neutral
1171833103016484865,negative,682ca1a40f56f62407cd1311,neutral
1174396861182029824,negative,682ca0fc0f56f62407cce3eb,neutral
1174400180440961024,neutral,682ca0fc0f56f62407cce3eb,neutral
1174400646289743872,positive,682ca0fc0f56f62407cce3eb,neutral
1174403159281864704,neutral,682ca0fc0f56f62407cce3eb,neutral
1174404206058442752,neutral,682ca0fc0f56f62407cce3eb,neutral
1174406320063225856,neutral,682ca0fc0f56f62407cce3eb,neutral
1174412899588161537,negative,682ca0fc0f56f62407cce3eb,neutral
1239146960763961347,neutral,683f626245365e2440ef658b,neutral
1239482287814856704,neutral,683f626245365e2440ef658b,neutral
1154898284055601152,negative,682c9edd0f56f62407cc4d72,negative
1154904218953768960,neutral,682c9edd0f56f62407cc4d72,negative
1154904462093422593,neutral,682c9edd0f56f62407cc4d72,negative
1243380573319516161,negative,683f646b45365e2440f006ca,positive
1243497421751169025,neutral,683f646b45365e2440f006ca,positive
1243522838662971396,positive,683f646b45365e2440f006ca,positive
1151006924508258305,negative,682c9e220f56f62407cc15f3,negative
1151008595401740289,neutral,682c9e220f56f62407cc15f3,negative
1151010015840313344,negative,682c9e220f56f62407cc15f3,negative
1157256443302678528,negative,683f59c345365e2440ed3d00,negative
1157263369847660545,neutral,683f59c345365e2440ed3d00,negative
1157263943586459648,positive,683f59c345365e2440ed3d00,negative
1166221957433417728,negative,682ca00d0f56f62407cca075,positive
1166232534222626817,neutral,682ca00d0f56f62407cca075,positive
1166252118170189824,negative,682ca00d0f56f62407cca075,positive
1166277044159709184,positive,682ca00d0f56f62407cca075,positive
1166280736871043072,positive,682ca00d0f56f62407cca075,positive
1151510352326209536,positive,683f576a45365e2440ecbc58,neutral
1151513916243136512,neutral,683f576a45365e2440ecbc58,neutral
1210072860707786752,positive,682ca46c0f56f62407cdea76,very positive
1210080776064253952,positive,682ca46c0f56f62407cdea76,very positive
1210081235919261696,positive,682ca46c0f56f62407cdea76,very positive
1143070025064091648,positive,682c9d480f56f62407cbd39f,negative
1144518610448277509,negative,682c9d480f56f62407cbd39f,negative
1212843875833962497,negative,683f5ee045365e2440ee7d52,negative
1212865825847287809,neutral,683f5ee045365e2440ee7d52,negative
1212883368465063939,negative,683f5ee045365e2440ee7d52,negative
1140986473354858496,negative,683f563e45365e2440ec7b78,very negative
1140987223741009920,neutral,683f563e45365e2440ec7b78,very negative
1140987911078330368,positive,683f563e45365e2440ec7b78,very negative
1140988463770152962,negative,683f563e45365e2440ec7b78,very negative
1140988821091311621,negative,683f563e45365e2440ec7b78,very negative
1140993384276013056,positive,683f563e45365e2440ec7b78,very negative
1141018683508232194,negative,683f563e45365e2440ec7b78,very negative
1191748495310409728,neutral,683f5d6c45365e2440ee19c9,neutral
1191751476537749504,neutral,683f5d6c45365e2440ee19c9,neutral
1191767887058391045,neutral,683f5d6c45365e2440ee19c9,neutral
